,proba_m1,proba_m2,bayes_factor,scale1,scale2,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,comparison,group1,group2
ENSG00000126524.10,0.7296,0.2704,0.9925940713152053,0.0009443183,0.0005054944,110.51428571428572,39.64485981308411,0.9071428571428571,0.7897196261682243,8.629606103871799,4.905578648674697,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000142089.17,0.7288,0.2712,0.9885427667275379,0.00897931,0.0052442695,1166.0928571428572,445.38084112149534,0.9928571428571429,0.9953271028037384,104.66042992744653,57.95736554166675,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000106066.15,0.7282,0.27180000000000004,0.9855092109650226,0.00037019837,2.377947e-05,33.69285714285714,2.432242990654206,0.5571428571428572,0.1378504672897196,2.742959080847033,0.2980367062807861,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000112378.12,0.7278,0.2722,0.98348917196304,0.0050154966,0.0027990532,658.05,269.78504672897196,1.0,0.9883177570093458,52.05142000079347,29.284093217802265,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000095321.18,0.7278,0.2722,0.98348917196304,0.00014272134,2.5772571e-05,11.92142857142857,1.4369158878504673,0.45,0.12850467289719625,1.296298954450102,0.190134034656518,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000124098.10,0.7266,0.2734,0.9774401726835389,0.00077559135,0.00021794811,86.25,15.481308411214954,0.7857142857142857,0.5070093457943925,7.470751728549882,1.9301055454410516,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000105519.18,0.726,0.274,0.9744218857144807,0.00019524556,8.577601e-05,15.907142857142857,4.654205607476635,0.5285714285714286,0.2219626168224299,1.3961446531502728,0.6074412068227039,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000184489.13,0.7248,0.2752,0.9683976261292818,0.0003252452,7.560601e-05,25.485714285714284,5.067757009345795,0.6,0.22897196261682243,2.043794112646018,0.5275528138646964,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000160932.11,0.724,0.276,0.9643905042488374,0.001009451,0.0005469118,106.25714285714285,47.60981308411215,0.9428571428571428,0.7523364485981309,9.734993969446212,5.1972323176046755,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000078399.19,0.7238,0.2762,0.9633898477647742,0.0003821164,8.65098e-05,27.271428571428572,8.289719626168225,0.5857142857142857,0.39953271028037385,2.0213380792562172,0.8532777045849375,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000081277.13,0.7222,0.27780000000000005,0.9554006563725741,8.14514e-06,3.588383e-07,0.8071428571428572,0.030373831775700934,0.08571428571428572,0.016355140186915886,0.15103242771414557,0.0028886191694636747,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000115267.9,0.7214,0.27859999999999996,0.9514166850919148,0.00021740947,2.4919227e-05,17.428571428571427,2.7336448598130842,0.45714285714285713,0.17990654205607476,1.441914126801659,0.31500753806456766,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000234949.2,0.7186,0.2814,0.9375277083784754,4.8085018e-05,1.0693519e-05,4.307142857142857,0.7990654205607477,0.2,0.06074766355140187,0.35417869594800594,0.08589634105404674,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000206503.13,0.715,0.28500000000000003,0.9197933413236523,0.005370954,0.0030198237,626.1071428571429,253.63785046728972,0.9928571428571429,0.969626168224299,60.68873628540193,32.943647160700976,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000128965.13,0.7144,0.28559999999999997,0.9168507780806157,1.7563278e-05,1.1154869e-05,6.457142857142857,1.0841121495327102,0.21428571428571427,0.04672897196261682,0.35927627053564126,0.08704923061859265,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000166340.18,0.7138,0.2862,0.9139119230026354,0.00029207667,0.00016349182,24.814285714285713,8.63551401869159,0.7357142857142858,0.39953271028037385,2.4131324227540243,1.1123046397488159,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000157601.15,0.7138,0.2862,0.9139119230026354,0.00010524582,3.1485994e-05,12.992857142857142,2.046728971962617,0.5214285714285715,0.205607476635514,1.060499902330264,0.2813378937235637,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000187608.10,0.7138,0.2862,0.9139119230026354,0.0017621048,0.00024877235,85.17142857142858,20.675233644859812,0.8071428571428572,0.5023364485981309,9.522981782629184,2.301163928350797,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000127580.17,0.7134,0.28659999999999997,0.9119547366562666,0.0002243712,8.3297695e-05,16.521428571428572,4.039719626168225,0.5357142857142857,0.17757009345794392,1.57925778822962,0.5067268766478505,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
ENSG00000168062.10,0.7112,0.28879999999999995,0.9012192566157282,0.000111995745,2.3046043e-05,10.014285714285714,2.207943925233645,0.3142857142857143,0.12149532710280374,0.6750041065433723,0.26235763453944916,Metastasis Nodo Linfático vs Tumor Primario,Metastasis Nodo Linfático,Tumor Primario
